,Date,Tweets,Likes,Views,Hastags,Keywords,topics,Sentiment_score,Sentiment_label
0,2025-04-06T04:07:37.000Z,"4K Real Ai lookbook Modeling #India, #Viral, and #Trending",0,0,"#India, #Viral, #Trending","['4', 'K', 'Real', 'Ai', 'lookbook', 'Modeling']",11,0.0,Neutral
1,2025-04-06T04:00:01.000Z,"If you're considering fertility treatment, you may have come across the terms IUI and IVF. But what's the difference between the two, and which one is right for you?

To know more call our fertility experts at : 8880 747474!

#HegdeFertility #trend #trending #trendingnow #viral",0,0,"#HegdeFertility, #trend, #trending, #trendingnow, #viral","['youre', 'consider', 'fertility', 'treatment', 'may', 'come', 'across', 'term', 'IUI', 'IVF', 'whats', 'difference', 'two', 'right', 'call', 'experts', '8880', '747474']",-1,0.0,Neutral
2,2025-04-06T03:54:52.000Z,"Hey guy's today last day 
In #Jaipur today
FFM available 
Tomorrow pune Next banglore jaipur, coimbatore, Navi, Delhi Mumbai, goa

 DM Telegram - http://t.me/nikki_sharma14

#TrendingNow #viral #Mumbai #Pune #nightlife #Trending #MumbaiMeriJaan #LCDLFMX2 #BBNaijaS9xTECNO",0,0,"#Jaipur, #TrendingNow, #viral, #Mumbai, #Pune, #nightlife, #Trending, #MumbaiMeriJaan, #LCDLFMX2, #BBNaijaS9xTECNO","['Hey', 'last', 'FFM', 'available', 'Tomorrow', 'pune', 'Next', 'banglore', 'jaipur', 'coimbatore', 'Navi', 'Delhi', 'Mumbai', 'goa', 'DM', 'Telegram']",2,0.0,Neutral
3,2025-04-06T03:54:32.000Z,"This GitHub repo is 12,638+ and trending !

cookiecutter/cookiecutter-django

Cookiecutter Django is a framework for jumpstarting production-ready Django projects quickly.

https://github.com/cookiecutter/cookiecutter-django…

#github #trending",0,0,"#github, #trending","['GitHub', 'repo', '12638', 'cookiecuttercookiecutterdjango', 'Cookiecutter', 'Django', 'framework', 'jumpstart', 'productionready', 'project', 'quickly']",5,0.0,Neutral
4,2025-04-06T03:45:00.000Z,"Unlock the power of Business Intelligence (BI) with Tech Cloud ERP!

#techclouderp #india #ERPforB1 #BusinessIntelligence #ImproveProductivity #BusinessGrowth #ERPTrends #B1Optimization #FutureReadyBusiness #xpost #Chennai #Coimbatore #viralpost #hyderabad #socialmedia",0,0,"#techclouderp, #india, #ERPforB1, #BusinessIntelligence, #ImproveProductivity, #BusinessGrowth, #ERPTrends, #B1Optimization, #FutureReadyBusiness, #xpost, #Chennai, #Coimbatore, #viralpost, #hyderabad, #socialmedia","['Unlock', 'power', 'Business', 'Intelligence', 'BI', 'Tech', 'Cloud', 'ERP']",-1,0.4767,Positive
5,2025-04-06T03:37:29.000Z,"On Ram Navami, we celebrate the values of righteousness and compassion. May Lord Rama's blessings inspire kindness and service to all. 

Image courtesy: Odisha State Museum

#RamNavami #JaiShreeRam #KetakiFoundation #socialmedia #OdishaArt #palmleafpainting #art",0,0,"#RamNavami, #JaiShreeRam, #KetakiFoundation, #socialmedia, #OdishaArt, #palmleafpainting, #art","['Ram', 'Navami', 'celebrate', 'value', 'righteousness', 'compassion', 'May', 'Lord', 'Ramas', 'blessings', 'inspire', 'kindness', 'service', 'Image', 'courtesy', 'Odisha', 'State', 'Museum']",13,0.9686,Positive
6,2025-04-06T03:34:35.000Z,"All actress bounce moves
 Thread
#ElClasico #aliabhat #b**b
#actresshot #claeava*e #indianactress #actressnipslip #trending #theentertainer  #actressspicy #trend
#PoonamBajwa #anushkasharma
#kissing #romance #hotscenes #romanticscenes #seducing #lovemaking",0,0,"#ElClasico, #aliabhat, #b, #actresshot, #claeava, #indianactress, #actressnipslip, #trending, #theentertainer, #actressspicy, #trend, #PoonamBajwa, #anushkasharma, #kissing, #romance, #hotscenes, #romanticscenes, #seducing, #lovemaking","['actress', 'bounce', 'move', 'Thread', 'b', 'e']",-1,0.8074,Positive
7,2025-04-06T03:34:19.000Z,"Actress Ritu Verma is hot
Thread
#ElClasico #aliabhat #b**b
#actresshot #claeava*e #indianactress #actressnipslip #trending #theentertainer  #actressspicy #trend
#PoonamBajwa #anushkasharma
#kissing #romance #hotscenes #romanticscenes #seducing #lovemaking",0,0,"#ElClasico, #aliabhat, #b, #actresshot, #claeava, #indianactress, #actressnipslip, #trending, #theentertainer, #actressspicy, #trend, #PoonamBajwa, #anushkasharma, #kissing, #romance, #hotscenes, #romanticscenes, #seducing, #lovemaking","['Actress', 'Ritu', 'Verma', 'hot', 'Thread', 'b', 'e']",-1,0.8074,Positive
8,2025-04-06T03:31:00.000Z,"Wishing You All a Blessed Ram Navami! 

Let’s celebrate the birth of Maryada Purushottam Shri Ram and embrace his teachings of truth and righteousness. 

 Read, Write & Celebrate with Matrubharti!

#ramnavami2025 #Trending #Yrkkh #ramnavmi",0,0,"#ramnavami2025, #Trending, #Yrkkh, #ramnavmi","['Wishing', 'Blessed', 'Ram', 'Navami', 'Let', 'celebrate', 'birth', 'Maryada', 'Purushottam', 'Shri', 'embrace', 'teachings', 'truth', 'righteousness', 'Read', 'Write', 'Celebrate', 'Matrubharti']",13,0.9501,Positive
9,2025-04-06T03:18:25.000Z,"Samsung Galaxy S24 Ultra Sketch To Image With Al #samsung #s24ultra #ai #trending #shorts
 #MindfulMeditation #BJPFoundationDay  #BJP4ViksitBharat #RamNavami",0,0,"#samsung, #s24ultra, #ai, #trending, #shorts, #MindfulMeditation, #BJPFoundationDay, #BJP4ViksitBharat, #RamNavami","['Samsung', 'Galaxy', '24', 'Ultra', 'Sketch', 'Image', 'Al']",-1,0.0,Neutral
10,2025-04-06T03:00:28.000Z,"People with a winner mindset don’t understand what procrastination is because, for them, it’s either go all in or don’t bother at all!!

#LifeLessons #thoughtoftheday #sundaymotivation #success #SuccessMindset #successquotes #WinnersWin #Motivation #Trending #follo4follo #qotd",0,0,"#LifeLessons, #thoughtoftheday, #sundaymotivation, #success, #SuccessMindset, #successquotes, #WinnersWin, #Motivation, #Trending, #follo4follo, #qotd","['People', 'winner', 'mindset', 'understand', 'procrastination', 'either', 'bother']",-1,0.8987,Positive
11,2025-04-06T02:56:33.000Z,"NH 744  Tenkasi - Punalur Stretch  City Drive, Kerala, India  Scenic Bike Ride  4K 60 FPS

 https://youtube.com/watch?v=QHurP9FBdB4… #india #trending",0,0,"#india, #trending","['NH', '744', 'Tenkasi', 'Punalur', 'Stretch', 'City', 'Drive', 'Kerala', 'India', 'Scenic', 'Bike', 'Ride', '4', 'K', '60', 'FPS']",2,0.4939,Positive
12,2025-04-06T02:30:00.000Z,"Let’s celebrate the birth of Lord Rama with prayers, bhajans, and fasting. Jai Shri Ram!

#JaiShriRam #Ram #LordRama #ramnavami #festival #happiness #ConstructionTechnology #CTTodayMagazine #Magazine #DigitalMagazine #ConstructionMagazine #SocialMedia #Ahmedabad #india",0,0,"#JaiShriRam, #Ram, #LordRama, #ramnavami, #festival, #happiness, #ConstructionTechnology, #CTTodayMagazine, #Magazine, #DigitalMagazine, #ConstructionMagazine, #SocialMedia, #Ahmedabad, #india","['Let', 'celebrate', 'birth', 'Lord', 'Rama', 'prayers', 'bhajans', 'fast', 'Jai', 'Shri', 'Ram']",13,0.8885,Positive
13,2025-04-06T02:29:11.000Z,"Let the light of Lord Ram guide your soul and bring endless wow blessings. Wishing everyone warmth, joy, and peace this Ram Navami.  #WowRamNavami. 
.
.
.
#wowmomo #ramnavami 
#exploring #foryou #fyp #trending",0,0,"#WowRamNavami, #wowmomo, #ramnavami, #exploring, #foryou, #fyp, #trending","['Let', 'light', 'Lord', 'Ram', 'guide', 'soul', 'bring', 'endless', 'wow', 'blessings', 'Wishing', 'everyone', 'warmth', 'joy', 'peace', 'Navami']",13,0.9612,Positive
